PNratio,BagSizePercentage,MaxDepth,NumTree,F-measure,Denbora
16,1,1,13,0.5454545454545454,29698700
16,1,1,14,0.5581395348837209,49130000
16,1,1,15,0.5652173913043479,62186000
16,1,1,16,0.5116279069767442,53277500
16,1,1,17,0.6122448979591838,40117500
16,1,1,18,0.5714285714285713,36485300
16,1,1,19,0.6382978723404256,38634000
16,1,1,20,0.6511627906976744,39299600
16,1,1,21,0.6666666666666666,41660600
16,1,1,22,0.6521739130434783,43348700
16,1,1,23,0.6666666666666666,45357100
16,1,1,24,0.6382978723404256,45221000
16,1,1,25,0.6382978723404256,73465900
16,1,1,26,0.6521739130434783,65299400
16,1,1,27,0.6666666666666666,50897100
16,1,1,28,0.6382978723404256,54363000
16,1,1,29,0.6250000000000001,71662300
16,1,1,30,0.608695652173913,70363800
16,1,1,31,0.6666666666666666,70654400
16,1,1,32,0.608695652173913,92183500
16,1,1,33,0.6382978723404256,101399500
16,1,1,34,0.6382978723404256,72008700
17,1,1,10,0.5238095238095238,25184000
17,1,1,11,0.5,30360700
17,1,1,12,0.4878048780487805,30488000
17,1,1,13,0.5454545454545454,34049200
17,1,1,14,0.47619047619047616,44960300
17,1,1,15,0.5,37274300
17,1,1,16,0.46511627906976744,39656800
17,1,1,17,0.5,41594200
17,1,1,18,0.46511627906976744,67050400
17,1,1,19,0.5333333333333332,53188900
17,1,1,20,0.5,42715700
17,1,1,21,0.5957446808510639,39421600
17,1,1,22,0.5652173913043479,43103400
17,1,1,23,0.6250000000000001,43358100
17,1,1,24,0.6250000000000001,47563900
17,1,1,25,0.6122448979591838,47686600
17,1,1,26,0.5833333333333334,51820000
17,1,1,27,0.5833333333333334,49683700
17,1,1,28,0.5833333333333334,92067900
17,1,1,29,0.5714285714285714,76868200
17,1,1,30,0.5833333333333334,60272400
17,1,1,31,0.5833333333333334,61709300
17,1,1,32,0.5833333333333334,60063000
17,1,1,33,0.6,62691800
17,1,1,34,0.6,63833700
18,1,1,10,0.45,20490500
18,1,1,11,0.5777777777777778,27416100
18,1,1,12,0.4878048780487805,44272100
18,1,1,13,0.47619047619047616,44761600
18,1,1,14,0.4878048780487805,40176100
18,1,1,15,0.5909090909090908,35258100
18,1,1,16,0.5581395348837209,34779500
18,1,1,17,0.5909090909090908,38854300
18,1,1,18,0.5909090909090908,38222100
18,1,1,19,0.5909090909090908,38121900
18,1,1,20,0.5581395348837209,39156900
18,1,1,21,0.6521739130434783,41003800
18,1,1,22,0.6222222222222222,41121400
18,1,1,23,0.6808510638297872,45465700
18,1,1,24,0.6222222222222222,86959800
18,1,1,25,0.6521739130434783,88411700
18,1,1,26,0.6363636363636365,59867000
18,1,1,27,0.6382978723404256,60893100
18,1,1,28,0.6222222222222222,60482500
18,1,1,29,0.6382978723404256,64069000
18,1,1,30,0.6382978723404256,57661000
18,1,1,31,0.6666666666666666,78469800
18,1,1,32,0.6382978723404256,81444500
18,1,1,33,0.6666666666666665,61468100
18,1,1,34,0.5833333333333334,62744900
19,1,1,10,0.5116279069767442,23155100
19,1,1,11,0.5833333333333334,23006800
19,1,1,12,0.553191489361702,25816000
19,1,1,13,0.5714285714285714,28593700
19,1,1,14,0.5652173913043479,29211800
19,1,1,15,0.5714285714285714,37500500
19,1,1,16,0.5106382978723405,37505400
19,1,1,17,0.6,34923900
19,1,1,18,0.5777777777777778,90540200
19,1,1,19,0.5833333333333334,67633600
19,1,1,20,0.608695652173913,41633800
19,1,1,21,0.6530612244897959,43295600
19,1,1,22,0.6222222222222222,49396500
19,1,1,23,0.6530612244897959,49538100
19,1,1,24,0.5957446808510639,52238800
19,1,1,25,0.6250000000000001,51411500
19,1,1,26,0.6382978723404256,55318400
19,1,1,27,0.6530612244897959,91778000
19,1,1,28,0.6521739130434783,54273600
19,1,1,29,0.6666666666666666,55280700
19,1,1,30,0.608695652173913,58280500
19,1,1,31,0.608695652173913,62118000
19,1,1,32,0.608695652173913,60423400
19,1,1,33,0.5957446808510639,58930900
19,1,1,34,0.5957446808510639,64314200
20,1,1,10,0.5909090909090908,48626500
20,1,1,11,0.6530612244897959,47079100
20,1,1,12,0.5777777777777778,30290200
20,1,1,13,0.6666666666666666,40578200
20,1,1,14,0.6808510638297872,37446800
20,1,1,15,0.6666666666666666,35094100
20,1,1,16,0.6808510638297872,45921000
20,1,1,17,0.7200000000000001,39085200
20,1,1,18,0.5777777777777778,59387100
20,1,1,19,0.64,43074900
20,1,1,20,0.5777777777777778,42532300
20,1,1,21,0.6530612244897959,64724500
20,1,1,22,0.5957446808510639,64722500
20,1,1,23,0.6530612244897959,48444900
20,1,1,24,0.6250000000000001,43863000
20,1,1,25,0.679245283018868,46911400
20,1,1,26,0.68,54606100
20,1,1,27,0.68,62197000
20,1,1,28,0.68,58361700
20,1,1,29,0.6538461538461537,53291500
20,1,1,30,0.6274509803921569,93208400
20,1,1,31,0.6538461538461537,80974200
20,1,1,32,0.6274509803921569,57463500
20,1,1,33,0.6538461538461537,67096400
20,1,1,34,0.64,62940000
21,1,1,10,0.5652173913043479,22333000
21,1,1,11,0.6,27135600
21,1,1,12,0.5454545454545454,33681100
21,1,1,13,0.6250000000000001,31790400
21,1,1,14,0.5365853658536585,35655600
21,1,1,15,0.5909090909090908,58078700
21,1,1,16,0.5714285714285713,61358800
21,1,1,17,0.5909090909090908,36665300
21,1,1,18,0.5853658536585366,37706300
21,1,1,19,0.5909090909090908,37298600
21,1,1,20,0.5909090909090908,40264700
21,1,1,21,0.6222222222222222,40591100
21,1,1,22,0.5581395348837209,41816600
21,1,1,23,0.6222222222222222,44974900
21,1,1,24,0.6222222222222222,45120200
21,1,1,25,0.6222222222222222,49646000
21,1,1,26,0.55,77000600
21,1,1,27,0.5853658536585366,72035700
21,1,1,28,0.5128205128205129,54439100
21,1,1,29,0.6046511627906976,54184900
21,1,1,30,0.46153846153846156,62633000
21,1,1,31,0.6046511627906976,59208200
21,1,1,32,0.5365853658536585,60588000
21,1,1,33,0.6363636363636365,59687300
21,1,1,34,0.5714285714285713,87493000
22,1,1,10,0.6250000000000001,33128200
22,1,1,11,0.6,23065000
22,1,1,12,0.5957446808510639,25602600
22,1,1,13,0.5882352941176471,27203300
22,1,1,14,0.553191489361702,45671300
22,1,1,15,0.6274509803921569,32843900
22,1,1,16,0.5652173913043479,32486700
22,1,1,17,0.5652173913043479,37152400
22,1,1,18,0.5581395348837209,37165700
22,1,1,19,0.6222222222222222,36595400
22,1,1,20,0.5581395348837209,39141400
22,1,1,21,0.5957446808510639,43990100
22,1,1,22,0.608695652173913,70419300
22,1,1,23,0.6250000000000001,63465200
22,1,1,24,0.6382978723404256,46510800
22,1,1,25,0.6382978723404256,46643700
22,1,1,26,0.608695652173913,49745800
22,1,1,27,0.6530612244897959,55729700
22,1,1,28,0.6250000000000001,50553900
22,1,1,29,0.6923076923076923,56011700
22,1,1,30,0.6530612244897959,55505200
22,1,1,31,0.68,82244900
22,1,1,32,0.6530612244897959,77274100
22,1,1,33,0.68,67261800
22,1,1,34,0.6530612244897959,73894600
23,1,1,10,0.5454545454545454,20760300
23,1,1,11,0.5957446808510639,25559700
23,1,1,12,0.5333333333333332,31249200
23,1,1,13,0.5333333333333332,60692200
23,1,1,14,0.5454545454545454,51326600
23,1,1,15,0.553191489361702,38133200
23,1,1,16,0.5652173913043479,68770600
23,1,1,17,0.6250000000000001,52959900
23,1,1,18,0.5652173913043479,37670800
23,1,1,19,0.5833333333333334,37707800
23,1,1,20,0.5652173913043479,39843400
23,1,1,21,0.5957446808510639,41114400
23,1,1,22,0.5909090909090908,41418200
23,1,1,23,0.553191489361702,42882400
23,1,1,24,0.5652173913043479,47719500
23,1,1,25,0.5652173913043479,47282600
23,1,1,26,0.5777777777777778,65078000
23,1,1,27,0.5833333333333334,80699400
23,1,1,28,0.5833333333333334,54881500
23,1,1,29,0.5714285714285714,59651100
23,1,1,30,0.553191489361702,67308500
23,1,1,31,0.5714285714285714,61766500
23,1,1,32,0.5652173913043479,67406900
23,1,1,33,0.5306122448979592,66761600
23,1,1,34,0.5306122448979592,111259000
24,1,1,10,0.5454545454545454,30263900
24,1,1,11,0.5652173913043479,23559800
24,1,1,12,0.5238095238095238,25600500
24,1,1,13,0.5454545454545454,39657900
24,1,1,14,0.5581395348837209,49448100
24,1,1,15,0.553191489361702,42621400
24,1,1,16,0.5454545454545454,43433000
24,1,1,17,0.5777777777777778,38197800
24,1,1,18,0.45,38270300
24,1,1,19,0.5777777777777778,41989900
24,1,1,20,0.4878048780487805,55916800
24,1,1,21,0.5116279069767442,65050000
24,1,1,22,0.5238095238095238,46766100
24,1,1,23,0.5777777777777778,46086900
24,1,1,24,0.5777777777777778,50991400
24,1,1,25,0.5777777777777778,54385400
24,1,1,26,0.5454545454545454,54007400
24,1,1,27,0.5777777777777778,54079300
24,1,1,28,0.5777777777777778,51426100
24,1,1,29,0.5777777777777778,58992500
24,1,1,30,0.5454545454545454,110504500
24,1,1,31,0.553191489361702,81823500
24,1,1,32,0.5454545454545454,57801500
24,1,1,33,0.5777777777777778,63996700
24,1,1,34,0.5454545454545454,61247200
25,1,1,10,0.5957446808510639,23010200
25,1,1,11,0.6122448979591838,21287200
25,1,1,12,0.5581395348837209,26934500
25,1,1,13,0.5777777777777778,28209600
25,1,1,14,0.5581395348837209,46401100
25,1,1,15,0.5333333333333332,49981300
25,1,1,16,0.5454545454545454,52027300
25,1,1,17,0.6250000000000001,35411300
25,1,1,18,0.5454545454545454,38947200
25,1,1,19,0.5777777777777778,49527700
25,1,1,20,0.5777777777777778,53697600
25,1,1,21,0.608695652173913,48301200
25,1,1,22,0.5777777777777778,45508300
25,1,1,23,0.6382978723404256,47001400
25,1,1,24,0.6363636363636365,49048300
25,1,1,25,0.608695652173913,84116000
25,1,1,26,0.6046511627906976,54889800
25,1,1,27,0.6363636363636365,47997700
25,1,1,28,0.5365853658536585,53840100
25,1,1,29,0.5581395348837209,58760500
25,1,1,30,0.5365853658536585,53690600
25,1,1,31,0.5454545454545454,57779100
25,1,1,32,0.4878048780487805,58799800
25,1,1,33,0.5454545454545454,82169800
25,1,1,34,0.5238095238095238,78099200
26,1,1,10,0.38888888888888884,21651000
26,1,1,11,0.47619047619047616,24057700
26,1,1,12,0.30303030303030304,25686500
26,1,1,13,0.5238095238095238,28123900
26,1,1,14,0.4324324324324324,31913800
26,1,1,15,0.5581395348837209,47312900
26,1,1,16,0.5,32512100
26,1,1,17,0.5714285714285713,36921300
26,1,1,18,0.4210526315789474,40879400
26,1,1,19,0.45,39562200
26,1,1,20,0.45,40201200
26,1,1,21,0.5581395348837209,85010400
26,1,1,22,0.4878048780487805,67317100
26,1,1,23,0.5116279069767442,43974500
26,1,1,24,0.46153846153846156,44636400
26,1,1,25,0.45,45979200
26,1,1,26,0.46153846153846156,50885400
26,1,1,27,0.5454545454545454,48314100
26,1,1,28,0.5581395348837209,54476500
26,1,1,29,0.5454545454545454,55848500
26,1,1,30,0.4390243902439024,87653900
26,1,1,31,0.5,59722800
26,1,1,32,0.5116279069767442,58569700
26,1,1,33,0.5116279069767442,63625600
26,1,1,34,0.45,62964400
27,1,1,10,0.46153846153846156,21682400
27,1,1,11,0.5238095238095238,32736500
27,1,1,12,0.5365853658536585,27654900
27,1,1,13,0.5581395348837209,27534100
27,1,1,14,0.5238095238095238,30402200
27,1,1,15,0.5333333333333332,52399200
27,1,1,16,0.5238095238095238,56696000
27,1,1,17,0.5652173913043479,63505000
27,1,1,18,0.5238095238095238,35972700
27,1,1,19,0.5333333333333332,36757700
27,1,1,20,0.5714285714285713,37521300
27,1,1,21,0.5777777777777778,42187500
27,1,1,22,0.5714285714285713,42742000
27,1,1,23,0.5581395348837209,49895600
27,1,1,24,0.5238095238095238,44564900
27,1,1,25,0.5238095238095238,45932100
27,1,1,26,0.4878048780487805,73471700
27,1,1,27,0.5833333333333334,83192200
27,1,1,28,0.5333333333333332,65273100
27,1,1,29,0.5333333333333332,50675100
27,1,1,30,0.5,62362400
27,1,1,31,0.553191489361702,62556900
27,1,1,32,0.48888888888888893,64537600
27,1,1,33,0.5833333333333334,80494000
27,1,1,34,0.48888888888888893,109179700
28,1,1,10,0.5217391304347826,46333300
28,1,1,11,0.5714285714285714,43081400
28,1,1,12,0.48888888888888893,61380800
28,1,1,13,0.46808510638297873,32512600
28,1,1,14,0.45454545454545453,38312100
28,1,1,15,0.47826086956521735,36215300
28,1,1,16,0.45454545454545453,35937200
28,1,1,17,0.45454545454545453,37342200
28,1,1,18,0.4285714285714286,43881800
28,1,1,19,0.45454545454545453,66537700
28,1,1,20,0.4186046511627907,46946300
28,1,1,21,0.45454545454545453,42500500
28,1,1,22,0.4285714285714286,44856800
28,1,1,23,0.5,49540600
28,1,1,24,0.47619047619047616,54801400
28,1,1,25,0.5,77722000
28,1,1,26,0.47619047619047616,60955300
28,1,1,27,0.5333333333333332,96302800
28,1,1,28,0.4285714285714286,70256800
28,1,1,29,0.5,53650500
28,1,1,30,0.46511627906976744,56544300
28,1,1,31,0.46511627906976744,61512600
28,1,1,32,0.4285714285714286,57480700
28,1,1,33,0.46511627906976744,58863700
28,1,1,34,0.4285714285714286,59985400
29,1,1,10,0.5333333333333332,20572300
29,1,1,11,0.5833333333333334,42852500
29,1,1,12,0.46511627906976744,43858700
29,1,1,13,0.5833333333333334,29129300
29,1,1,14,0.5116279069767442,42033900
29,1,1,15,0.5652173913043479,41625900
29,1,1,16,0.5238095238095238,36436700
29,1,1,17,0.5454545454545454,35836200
29,1,1,18,0.5238095238095238,36325300
29,1,1,19,0.5909090909090908,36655900
29,1,1,20,0.5581395348837209,37794300
29,1,1,21,0.5454545454545454,39353700
29,1,1,22,0.5238095238095238,42384200
29,1,1,23,0.48888888888888893,44171300
29,1,1,24,0.48888888888888893,110284600
29,1,1,25,0.553191489361702,63224200
29,1,1,26,0.5652173913043479,59117000
29,1,1,27,0.5833333333333334,57801900
29,1,1,28,0.553191489361702,78531600
29,1,1,29,0.5416666666666667,65875000
29,1,1,30,0.5652173913043479,54321700
29,1,1,31,0.553191489361702,87068200
29,1,1,32,0.5,73479800
29,1,1,33,0.5217391304347826,67926000
29,1,1,34,0.5333333333333332,83092900
30,1,1,10,0.5454545454545454,20672600
30,1,1,11,0.5652173913043479,21936300
30,1,1,12,0.5909090909090908,26032900
30,1,1,13,0.5777777777777778,28443200
30,1,1,14,0.6046511627906976,31343300
30,1,1,15,0.6046511627906976,45122900
30,1,1,16,0.6046511627906976,53045500
30,1,1,17,0.5909090909090908,63476200
30,1,1,18,0.5581395348837209,53628600
30,1,1,19,0.6222222222222222,39132800
30,1,1,20,0.6222222222222222,41829300
30,1,1,21,0.6222222222222222,42906500
30,1,1,22,0.5909090909090908,43456800
30,1,1,23,0.608695652173913,48817800
30,1,1,24,0.6222222222222222,47106700
30,1,1,25,0.6222222222222222,47625400
30,1,1,26,0.5909090909090908,48493600
30,1,1,27,0.6222222222222222,85723100
30,1,1,28,0.5909090909090908,54412000
30,1,1,29,0.608695652173913,70843100
30,1,1,30,0.5909090909090908,58354300
30,1,1,31,0.608695652173913,57582100
30,1,1,32,0.5909090909090908,59178000
30,1,1,33,0.6222222222222222,82395200
30,1,1,34,0.6222222222222222,132213200
31,1,1,10,0.5454545454545454,25801800
31,1,1,11,0.6,25571000
31,1,1,12,0.5833333333333334,31075000
31,1,1,13,0.6153846153846154,43210600
31,1,1,14,0.5777777777777778,32038300
31,1,1,15,0.6415094339622641,31194400
31,1,1,16,0.6382978723404256,37338200
31,1,1,17,0.6,33633200
31,1,1,18,0.608695652173913,37344600
31,1,1,19,0.6,37067000
31,1,1,20,0.608695652173913,37660700
31,1,1,21,0.5957446808510639,67290600
31,1,1,22,0.608695652173913,56874800
31,1,1,23,0.6122448979591838,42401900
31,1,1,24,0.5777777777777778,45500800
31,1,1,25,0.6382978723404256,61041500
31,1,1,26,0.5777777777777778,55765500
31,1,1,27,0.5652173913043479,49957000
31,1,1,28,0.5333333333333332,51256800
31,1,1,29,0.6122448979591838,57201400
31,1,1,30,0.553191489361702,86374000
31,1,1,31,0.6274509803921569,75871900
31,1,1,32,0.5416666666666667,56895000
31,1,1,33,0.5882352941176471,58924500
31,1,1,34,0.553191489361702,65070100
32,1,1,10,0.45,23186300
32,1,1,11,0.48888888888888893,23513100
32,1,1,12,0.45,23232100
32,1,1,13,0.47619047619047616,27943700
32,1,1,14,0.5,30215100
32,1,1,15,0.5454545454545454,39056200
32,1,1,16,0.5238095238095238,67240800
32,1,1,17,0.5909090909090908,55504600
32,1,1,18,0.5238095238095238,37886500
32,1,1,19,0.5957446808510639,37229100
32,1,1,20,0.5116279069767442,37495400
32,1,1,21,0.6530612244897959,40077300
32,1,1,22,0.5333333333333332,40208400
32,1,1,23,0.5957446808510639,41737900
32,1,1,24,0.5652173913043479,42388200
32,1,1,25,0.5957446808510639,47520600
32,1,1,26,0.5909090909090908,47181200
32,1,1,27,0.6666666666666666,91554900
32,1,1,28,0.608695652173913,73513700
32,1,1,29,0.6666666666666666,66867800
32,1,1,30,0.608695652173913,55590300
32,1,1,31,0.5957446808510639,61017800
32,1,1,32,0.5777777777777778,54376700
32,1,1,33,0.5957446808510639,59586000
32,1,1,34,0.5454545454545454,60562400
33,1,1,10,0.38888888888888884,40112800
33,1,1,11,0.41025641025641024,40852700
33,1,1,12,0.33333333333333326,45699400
33,1,1,13,0.37837837837837834,46137700
33,1,1,14,0.38888888888888884,40401500
33,1,1,15,0.5,31443100
33,1,1,16,0.4210526315789474,37169400
33,1,1,17,0.4878048780487805,36124300
33,1,1,18,0.37837837837837834,35642100
33,1,1,19,0.5581395348837209,37278100
33,1,1,20,0.5238095238095238,54743900
33,1,1,21,0.5581395348837209,43422500
33,1,1,22,0.5,73722400
33,1,1,23,0.5909090909090908,60807200
33,1,1,24,0.5714285714285713,44281500
33,1,1,25,0.5714285714285713,47025800
33,1,1,26,0.5365853658536585,48231200
33,1,1,27,0.6046511627906976,55700300
33,1,1,28,0.5,49977100
33,1,1,29,0.5238095238095238,54279200
33,1,1,30,0.5128205128205129,54379100
33,1,1,31,0.6363636363636365,79308600
33,1,1,32,0.5714285714285713,79198900
33,1,1,33,0.6382978723404256,65507600
33,1,1,34,0.5581395348837209,70894300
34,1,1,10,0.5416666666666667,30558400
34,1,1,11,0.5714285714285714,31250000
34,1,1,12,0.5652173913043479,30723100
34,1,1,13,0.5714285714285714,34952200
34,1,1,14,0.5217391304347826,46557300
34,1,1,15,0.5306122448979592,36440100
34,1,1,16,0.5,56363700
34,1,1,17,0.5,53191500
34,1,1,18,0.5365853658536585,45374400
34,1,1,19,0.5454545454545454,35760600
34,1,1,20,0.5581395348837209,37793300
34,1,1,21,0.553191489361702,38726700
34,1,1,22,0.48888888888888893,44872400
34,1,1,23,0.553191489361702,45847500
34,1,1,24,0.5333333333333332,47424100
34,1,1,25,0.5333333333333332,46268100
34,1,1,26,0.5454545454545454,49484200
34,1,1,27,0.5333333333333332,76912700
34,1,1,28,0.5333333333333332,67487600
34,1,1,29,0.5833333333333334,58004700
34,1,1,30,0.5217391304347826,59130600
34,1,1,31,0.553191489361702,83066500
34,1,1,32,0.5217391304347826,61878800
34,1,1,33,0.5416666666666667,65876000
34,1,1,34,0.5416666666666667,93690300
35,1,1,10,0.5652173913043479,40058700
35,1,1,11,0.6530612244897959,31181200
35,1,1,12,0.6382978723404256,34220200
35,1,1,13,0.6666666666666666,49800900
35,1,1,14,0.6521739130434783,37902400
35,1,1,15,0.6521739130434783,39426200
35,1,1,16,0.6521739130434783,39230000
35,1,1,17,0.6521739130434783,34036000
35,1,1,18,0.5909090909090908,36136800
35,1,1,19,0.6521739130434783,36779900
35,1,1,20,0.6222222222222222,38755000
35,1,1,21,0.6222222222222222,46054900
35,1,1,22,0.6222222222222222,71011300
35,1,1,23,0.608695652173913,53847100
35,1,1,24,0.6222222222222222,51828300
35,1,1,25,0.6521739130434783,46651000
35,1,1,26,0.6666666666666665,53629400
35,1,1,27,0.6530612244897959,47863600
35,1,1,28,0.6382978723404256,52713000
35,1,1,29,0.6530612244897959,54550500
35,1,1,30,0.5714285714285713,60156000
35,1,1,31,0.68,100866400
35,1,1,32,0.6382978723404256,60050300
35,1,1,33,0.6122448979591838,58129600
35,1,1,34,0.608695652173913,65495800
36,1,1,10,0.6046511627906976,21831600
36,1,1,11,0.6222222222222222,21051200
36,1,1,12,0.6511627906976744,25511400
36,1,1,13,0.608695652173913,28433300
36,1,1,14,0.5714285714285713,30159000
36,1,1,15,0.5957446808510639,40658700
36,1,1,16,0.6046511627906976,35231200
36,1,1,17,0.5909090909090908,55929000
36,1,1,18,0.5641025641025641,55031300
36,1,1,19,0.6521739130434783,39337000
36,1,1,20,0.6363636363636365,38406400
36,1,1,21,0.608695652173913,39134200
36,1,1,22,0.6511627906976744,40733800
36,1,1,23,0.5957446808510639,44699500
36,1,1,24,0.5454545454545454,44485300
36,1,1,25,0.5652173913043479,45831400
36,1,1,26,0.5581395348837209,49721900
36,1,1,27,0.608695652173913,52948500
36,1,1,28,0.5365853658536585,95748300
36,1,1,29,0.5652173913043479,59492200
36,1,1,30,0.5454545454545454,54751800
36,1,1,31,0.5333333333333332,54510200
36,1,1,32,0.5,60927700
36,1,1,33,0.5652173913043479,61334400
36,1,1,34,0.5652173913043479,61107600
37,1,1,10,0.5909090909090908,22909400
